Date,"Close Price"
"2017-12-18 00:00:00",19086.64
"2017-12-18 00:01:00",19079.23
"2017-12-18 00:02:00",19061.73
"2017-12-18 00:03:00",19043.93
"2017-12-18 00:04:00",19039.59
"2017-12-18 00:05:00",19043.48
"2017-12-18 00:06:00",19050.64
"2017-12-18 00:07:00",19057.4
"2017-12-18 00:08:00",19039.16
"2017-12-18 00:09:00",19011.62
"2017-12-18 00:10:00",18982.95
"2017-12-18 00:11:00",18966.31
"2017-12-18 00:12:00",18959.82
"2017-12-18 00:13:00",18951.62
"2017-12-18 00:14:00",18963.65
"2017-12-18 00:15:00",19000.66
"2017-12-18 00:16:00",18995.52
"2017-12-18 00:17:00",18991.43
"2017-12-18 00:18:00",18960.62
"2017-12-18 00:19:00",18949.78
"2017-12-18 00:20:00",18959.93
"2017-12-18 00:21:00",18924.55
"2017-12-18 00:22:00",18893.1
"2017-12-18 00:23:00",18904.43
"2017-12-18 00:24:00",18919.05
"2017-12-18 00:25:00",18927.36
"2017-12-18 00:26:00",18908.96
"2017-12-18 00:27:00",18889.24
"2017-12-18 00:28:00",18863.26
"2017-12-18 00:29:00",18804.34
"2017-12-18 00:30:00",18784.32
"2017-12-18 00:31:00",18781.39
"2017-12-18 00:32:00",18749.4
"2017-12-18 00:33:00",18705.84
"2017-12-18 00:34:00",18598
"2017-12-18 00:35:00",18589.67
"2017-12-18 00:36:00",18667.18
"2017-12-18 00:37:00",18656.49
"2017-12-18 00:38:00",18593.95
"2017-12-18 00:39:00",18482.58
"2017-12-18 00:40:00",18424.1
"2017-12-18 00:41:00",18439.82
"2017-12-18 00:42:00",18581.68
"2017-12-18 00:43:00",18522.22
"2017-12-18 00:44:00",18449.17
"2017-12-18 00:45:00",18439.11
"2017-12-18 00:46:00",18519.41
"2017-12-18 00:47:00",18551.81
"2017-12-18 00:48:00",18527.88
"2017-12-18 00:49:00",18519.07
"2017-12-18 00:50:00",18432.52
"2017-12-18 00:51:00",18415.91
"2017-12-18 00:52:00",18356.62
"2017-12-18 00:53:00",18298.34
"2017-12-18 00:54:00",18402.41
"2017-12-18 00:55:00",18413.86
"2017-12-18 00:56:00",18431.35
"2017-12-18 00:57:00",18378.83
"2017-12-18 00:58:00",18266.56
"2017-12-18 00:59:00",18219.38
"2017-12-18 01:00:00",18174.49
"2017-12-18 01:01:00",18212.68
"2017-12-18 01:02:00",18268.37
"2017-12-18 01:03:00",18230.95
"2017-12-18 01:04:00",18185.79
"2017-12-18 01:05:00",18141.38
"2017-12-18 01:06:00",18101.85
"2017-12-18 01:07:00",18094.19
"2017-12-18 01:08:00",18174.67
"2017-12-18 01:09:00",18202.65
"2017-12-18 01:10:00",18172.5
"2017-12-18 01:11:00",18242.96
"2017-12-18 01:12:00",18375.34
"2017-12-18 01:13:00",18389.86
"2017-12-18 01:14:00",18275.66
"2017-12-18 01:15:00",18247.99
"2017-12-18 01:16:00",18239.25
"2017-12-18 01:17:00",18227.4
"2017-12-18 01:18:00",18274.18
"2017-12-18 01:19:00",18383.44
"2017-12-18 01:20:00",18327.19
"2017-12-18 01:21:00",18265.81
"2017-12-18 01:22:00",18186.78
"2017-12-18 01:23:00",18161.75
"2017-12-18 01:24:00",18173.3
"2017-12-18 01:25:00",18189.03
"2017-12-18 01:26:00",18252.21
"2017-12-18 01:27:00",18168.6
"2017-12-18 01:28:00",18156.44
"2017-12-18 01:29:00",18224.21
"2017-12-18 01:30:00",18163.69
"2017-12-18 01:31:00",18135.36
"2017-12-18 01:32:00",18204.08
"2017-12-18 01:33:00",18164.31
"2017-12-18 01:34:00",18197.83
"2017-12-18 01:35:00",18328.99
"2017-12-18 01:36:00",18366.67
"2017-12-18 01:37:00",18365.86
"2017-12-18 01:38:00",18332.09
"2017-12-18 01:39:00",18320.85
"2017-12-18 01:40:00",18417.21
"2017-12-18 01:41:00",18497.71
"2017-12-18 01:42:00",18528.74
"2017-12-18 01:43:00",18498.82
"2017-12-18 01:44:00",18545.78
"2017-12-18 01:45:00",18589.24
"2017-12-18 01:46:00",18553.22
"2017-12-18 01:47:00",18555.99
"2017-12-18 01:48:00",18571.26
"2017-12-18 01:49:00",18550.23
"2017-12-18 01:50:00",18545.47
"2017-12-18 01:51:00",18586.69
"2017-12-18 01:52:00",18566.27
"2017-12-18 01:53:00",18524.7
"2017-12-18 01:54:00",18468.22
"2017-12-18 01:55:00",18482.7
"2017-12-18 01:56:00",18442.99
"2017-12-18 01:57:00",18492.13
"2017-12-18 01:58:00",18510.81
"2017-12-18 01:59:00",18508.45
"2017-12-18 02:00:00",18535.64
"2017-12-18 02:01:00",18576.53
"2017-12-18 02:02:00",18590.27
"2017-12-18 02:03:00",18576.94
"2017-12-18 02:04:00",18574.97
"2017-12-18 02:05:00",18591.53
"2017-12-18 02:06:00",18576.9
"2017-12-18 02:07:00",18570.14
"2017-12-18 02:08:00",18614.08
"2017-12-18 02:09:00",18638.7
"2017-12-18 02:10:00",18697.53
"2017-12-18 02:11:00",18755.42
"2017-12-18 02:12:00",18793.18
"2017-12-18 02:13:00",18824.5
"2017-12-18 02:14:00",18834.58
