Date,"Close Price"
"2017-12-22 00:00:00",15561.05
"2017-12-22 00:01:00",15609.68
"2017-12-22 00:02:00",15680.67
"2017-12-22 00:03:00",15669.53
"2017-12-22 00:04:00",15665.52
"2017-12-22 00:05:00",15690.54
"2017-12-22 00:06:00",15690.81
"2017-12-22 00:07:00",15675.89
"2017-12-22 00:08:00",15650.97
"2017-12-22 00:09:00",15644.57
"2017-12-22 00:10:00",15631.33
"2017-12-22 00:11:00",15638.33
"2017-12-22 00:12:00",15629.61
"2017-12-22 00:13:00",15633.24
"2017-12-22 00:14:00",15624.72
"2017-12-22 00:15:00",15616.96
"2017-12-22 00:16:00",15606.55
"2017-12-22 00:17:00",15580.28
"2017-12-22 00:18:00",15559.94
"2017-12-22 00:19:00",15573.39
"2017-12-22 00:20:00",15567.14
"2017-12-22 00:21:00",15533.23
"2017-12-22 00:22:00",15509.44
"2017-12-22 00:23:00",15501.88
"2017-12-22 00:24:00",15487.64
"2017-12-22 00:25:00",15475.85
"2017-12-22 00:26:00",15432.7
"2017-12-22 00:27:00",15414.5
"2017-12-22 00:28:00",15384.67
"2017-12-22 00:29:00",15375.22
"2017-12-22 00:30:00",15375.46
"2017-12-22 00:31:00",15377.99
"2017-12-22 00:32:00",15383.43
"2017-12-22 00:33:00",15399.3
"2017-12-22 00:34:00",15409.85
"2017-12-22 00:35:00",15441.16
"2017-12-22 00:36:00",15444.94
"2017-12-22 00:37:00",15434.15
"2017-12-22 00:38:00",15418.23
"2017-12-22 00:39:00",15398.75
"2017-12-22 00:40:00",15395.09
"2017-12-22 00:41:00",15397.03
"2017-12-22 00:42:00",15399.93
"2017-12-22 00:43:00",15391.06
"2017-12-22 00:44:00",15397.92
"2017-12-22 00:45:00",15409.39
"2017-12-22 00:46:00",15397.16
"2017-12-22 00:47:00",15389.39
"2017-12-22 00:48:00",15399.02
"2017-12-22 00:49:00",15371.93
"2017-12-22 00:50:00",15351.16
"2017-12-22 00:51:00",15346.91
"2017-12-22 00:52:00",15337.78
"2017-12-22 00:53:00",15328.18
"2017-12-22 00:54:00",15295.91
"2017-12-22 00:55:00",15287.77
"2017-12-22 00:56:00",15302.15
"2017-12-22 00:57:00",15283.98
"2017-12-22 00:58:00",15264
"2017-12-22 00:59:00",15204.96
"2017-12-22 01:00:00",15172.74
"2017-12-22 01:01:00",15167.37
"2017-12-22 01:02:00",15209.38
"2017-12-22 01:03:00",15214.51
"2017-12-22 01:04:00",15193.1
"2017-12-22 01:05:00",15163.07
"2017-12-22 01:06:00",15122.4
"2017-12-22 01:07:00",15094.8
"2017-12-22 01:08:00",15056.23
"2017-12-22 01:09:00",15028.75
"2017-12-22 01:10:00",14973.75
"2017-12-22 01:11:00",14981.27
"2017-12-22 01:12:00",14927.65
"2017-12-22 01:13:00",14955.92
"2017-12-22 01:14:00",15012.57
"2017-12-22 01:15:00",15028.82
"2017-12-22 01:16:00",14985.47
"2017-12-22 01:17:00",14962.76
"2017-12-22 01:18:00",15003.64
"2017-12-22 01:19:00",15011.66
"2017-12-22 01:20:00",15049.18
"2017-12-22 01:21:00",15074.07
"2017-12-22 01:22:00",15076.89
"2017-12-22 01:23:00",15132.97
"2017-12-22 01:24:00",15130.59
"2017-12-22 01:25:00",15125.09
"2017-12-22 01:26:00",15111.25
"2017-12-22 01:27:00",15042.85
"2017-12-22 01:28:00",14985.07
"2017-12-22 01:29:00",14961.56
"2017-12-22 01:30:00",14949.89
"2017-12-22 01:31:00",14957.49
"2017-12-22 01:32:00",14980.52
"2017-12-22 01:33:00",14915.87
"2017-12-22 01:34:00",14890.12
"2017-12-22 01:35:00",14931.49
"2017-12-22 01:36:00",14951.67
"2017-12-22 01:37:00",14918.96
"2017-12-22 01:38:00",14887.33
"2017-12-22 01:39:00",14947.45
"2017-12-22 01:40:00",14970.78
"2017-12-22 01:41:00",14950.92
"2017-12-22 01:42:00",14910.19
"2017-12-22 01:43:00",14905.73
"2017-12-22 01:44:00",14919.59
"2017-12-22 01:45:00",14896.7
"2017-12-22 01:46:00",14888.3
"2017-12-22 01:47:00",14847.06
