Date,"Close Price"
"2017-12-16 00:00:00",17647.06
"2017-12-16 01:00:00",17586.76
"2017-12-16 02:00:00",17491.63
"2017-12-16 03:00:00",17432.49
"2017-12-16 04:00:00",17574.9
"2017-12-16 05:00:00",17632.53
"2017-12-16 06:00:00",17812.24
"2017-12-16 07:00:00",17913.45
"2017-12-16 08:00:00",17956.86
"2017-12-16 09:00:00",17973.75
"2017-12-16 10:00:00",17919.11
"2017-12-16 11:00:00",18070.45
"2017-12-16 12:00:00",18105.66
"2017-12-16 13:00:00",18383.74
"2017-12-16 14:00:00",18601.72
"2017-12-16 15:00:00",18863.34
"2017-12-16 16:00:00",18843.39
"2017-12-16 17:00:00",18819.05
"2017-12-16 18:00:00",18798.97
"2017-12-16 19:00:00",19229.54
"2017-12-16 20:00:00",19222.8
"2017-12-16 21:00:00",19282.73
"2017-12-16 22:00:00",19381.57
"2017-12-16 23:00:00",19364.71
"2017-12-17 00:00:00",19188.45
"2017-12-17 01:00:00",19085.17
"2017-12-17 02:00:00",19209.39
"2017-12-17 03:00:00",19167.96
"2017-12-17 04:00:00",19127.12
"2017-12-17 05:00:00",19371.88
"2017-12-17 06:00:00",19394.74
"2017-12-17 07:00:00",19576.93
"2017-12-17 08:00:00",19428.7
"2017-12-17 09:00:00",19569.55
"2017-12-17 10:00:00",19628.58
"2017-12-17 11:00:00",19694.68
"2017-12-17 12:00:00",19552.47
"2017-12-17 13:00:00",19643.02
"2017-12-17 14:00:00",19377.02
"2017-12-17 15:00:00",19389.24
"2017-12-17 16:00:00",19135.18
"2017-12-17 17:00:00",19236.16
"2017-12-17 18:00:00",18955.57
"2017-12-17 19:00:00",18975.92
"2017-12-17 20:00:00",19120.76
"2017-12-17 21:00:00",19067.28
"2017-12-17 22:00:00",19363.56
"2017-12-17 23:00:00",19069.57
"2017-12-18 00:00:00",18219.38
"2017-12-18 01:00:00",18508.45
"2017-12-18 02:00:00",18334.42
"2017-12-18 03:00:00",18610.24
"2017-12-18 04:00:00",18792.87
"2017-12-18 05:00:00",18970.53
"2017-12-18 06:00:00",19005.47
"2017-12-18 07:00:00",18680.49
"2017-12-18 08:00:00",19003.93
"2017-12-18 09:00:00",18861.18
"2017-12-18 10:00:00",18888.79
"2017-12-18 11:00:00",19169.14
"2017-12-18 12:00:00",18981.06
"2017-12-18 13:00:00",18780.4
"2017-12-18 14:00:00",18673.17
"2017-12-18 15:00:00",18804.01
"2017-12-18 16:00:00",18623.54
"2017-12-18 17:00:00",18575.29
"2017-12-18 18:00:00",18470.73
"2017-12-18 19:00:00",18752.02
"2017-12-18 20:00:00",18697.58
"2017-12-18 21:00:00",18703.44
"2017-12-18 22:00:00",18759.08
"2017-12-18 23:00:00",18965.67
"2017-12-19 00:00:00",18814.18
"2017-12-19 01:00:00",18786.73
"2017-12-19 02:00:00",18808.67
"2017-12-19 03:00:00",18983.35
"2017-12-19 04:00:00",18882.41
"2017-12-19 05:00:00",18834.6
"2017-12-19 06:00:00",18685.57
"2017-12-19 07:00:00",18771.3
"2017-12-19 08:00:00",18828.81
"2017-12-19 09:00:00",18546.61
"2017-12-19 10:00:00",18175.87
"2017-12-19 11:00:00",17722.49
"2017-12-19 12:00:00",17933.3
"2017-12-19 13:00:00",18028.36
"2017-12-19 14:00:00",17825.79
"2017-12-19 15:00:00",17942.74
"2017-12-19 16:00:00",18333.66
"2017-12-19 17:00:00",18179.69
"2017-12-19 18:00:00",18207.44
"2017-12-19 19:00:00",17898.9
"2017-12-19 20:00:00",17618.51
"2017-12-19 21:00:00",17061.42
"2017-12-19 22:00:00",17267.78
"2017-12-19 23:00:00",17610.94
"2017-12-20 00:00:00",16837.1
"2017-12-20 01:00:00",16337.91
"2017-12-20 02:00:00",17203.21
"2017-12-20 03:00:00",16924.57
"2017-12-20 04:00:00",16982.06
"2017-12-20 05:00:00",16558.2
"2017-12-20 06:00:00",16366.25
"2017-12-20 07:00:00",16479.38
"2017-12-20 08:00:00",17068.82
"2017-12-20 09:00:00",16974.24
"2017-12-20 10:00:00",17324.59
"2017-12-20 11:00:00",17438.46
